pressed,y,vel,dist,mid1,mid2
0,297.15,-4.80,348.00,440.33,300.00
0,252.95,-2.20,322.00,440.33,300.00
0,241.95,0.00,300.00,440.33,300.00
0,257.55,2.40,276.00,440.33,300.00
0,301.95,4.80,252.00,440.33,300.00
1,375.15,7.20,228.00,440.33,300.00
0,486.95,-5.00,202.00,440.33,300.00
0,445.15,-2.80,180.00,440.33,300.00
0,427.15,-0.40,156.00,440.33,300.00
0,435.95,1.80,134.00,440.33,300.00
1,473.15,4.20,110.00,440.33,300.00
0,467.75,-3.60,86.00,440.33,287.06
0,440.15,-1.20,62.00,440.33,287.06
0,441.35,1.20,38.00,440.33,287.06
1,471.35,3.60,14.00,440.33,287.06
0,447.35,-3.20,-10.00,440.33,287.06
0,424.55,-0.80,-34.00,440.33,287.06
1,430.55,1.60,-58.00,440.33,287.06
0,412.15,-3.60,166.00,287.06,300.00
0,384.55,-1.20,142.00,287.06,300.00
1,385.75,1.20,118.00,287.06,300.00
0,354.55,-3.20,94.00,287.06,153.39
1,331.75,-0.80,70.00,287.06,153.39
0,331.35,-4.80,46.00,287.06,153.39
0,289.35,-2.40,22.00,287.06,153.39
1,276.15,0.00,-2.00,287.06,153.39
0,241.35,-3.20,-26.00,287.06,153.39
0,218.55,-0.80,-50.00,287.06,153.39
0,224.55,1.60,176.00,153.39,300.00
1,259.35,4.00,152.00,153.39,300.00
0,236.55,-3.20,128.00,153.39,300.00
1,213.75,-0.80,104.00,153.39,300.00
0,201.75,-4.40,80.00,153.39,370.27
0,164.55,-2.00,56.00,153.39,370.27
0,156.15,0.40,32.00,153.39,370.27
1,176.55,2.80,8.00,153.39,370.27
0,156.95,-3.40,-16.00,153.39,370.27
0,131.75,-1.00,-40.00,153.39,370.27
0,135.35,1.40,186.00,370.27,300.00
0,167.75,3.80,162.00,370.27,300.00
0,228.95,6.20,138.00,370.27,300.00
1,318.95,8.60,114.00,370.27,300.00
0,437.75,-5.00,90.00,370.27,175.55
0,393.35,-2.60,66.00,370.27,175.55
0,377.75,-0.20,42.00,370.27,175.55
1,390.95,2.20,18.00,370.27,175.55
0,375.55,-3.60,-6.00,370.27,175.55
1,347.95,-1.20,-30.00,370.27,175.55
0,343.15,-4.80,-54.00,370.27,175.55
0,301.15,-2.40,172.00,175.55,300.00
1,287.95,0.00,148.00,175.55,300.00
0,246.35,-2.80,124.00,175.55,300.00
0,228.35,-0.40,100.00,175.55,300.00
1,239.15,2.00,76.00,175.55,313.55
0,204.75,-3.00,52.00,175.55,313.55
0,184.35,-0.60,28.00,175.55,313.55
1,192.75,1.80,4.00,175.55,313.55
0,220.95,-4.80,-20.00,175.55,313.55
0,178.95,-2.40,-44.00,175.55,313.55
0,165.75,0.00,182.00,313.55,300.00
0,181.35,2.40,158.00,313.55,300.00
0,225.75,4.80,134.00,313.55,300.00
1,298.95,7.20,110.00,313.55,300.00
0,332.95,-4.00,86.00,313.55,427.18
0,300.55,-1.60,62.00,313.55,427.18
0,296.95,0.80,38.00,313.55,427.18
1,318.95,3.00,16.00,313.55,427.18
0,280.35,-2.80,-8.00,313.55,427.18
0,262.35,-0.40,-32.00,313.55,427.18
0,273.15,2.00,-56.00,313.55,427.18
0,312.75,4.40,170.00,427.18,300.00
1,381.15,6.80,146.00,427.18,300.00
0,478.35,-5.00,122.00,427.18,300.00
0,433.95,-2.60,98.00,427.18,158.32
0,418.55,-0.40,76.00,427.18,158.32
1,429.35,2.00,52.00,427.18,158.32
0,459.75,-4.80,28.00,427.18,158.32
0,415.55,-2.20,2.00,427.18,158.32
0,404.55,0.00,-20.00,427.18,158.32
1,420.15,2.40,-44.00,427.18,158.32
0,464.55,-5.00,182.00,158.32,300.00
0,417.75,-2.40,156.00,158.32,300.00
1,404.55,-0.20,134.00,158.32,300.00
0,373.75,-3.40,108.00,158.32,300.00
1,349.55,-1.20,86.00,158.32,248.17
1,306.75,-2.80,62.00,158.32,248.17
0,296.44,-4.80,348.00,320.52,300.00
0,252.24,-2.20,322.00,320.52,300.00
0,241.24,0.00,300.00,320.52,300.00
0,256.84,2.40,276.00,320.52,300.00
1,301.24,4.80,252.00,320.52,300.00
0,350.84,-4.60,228.00,320.52,300.00
0,309.24,-2.00,202.00,320.52,300.00
0,300.44,0.20,180.00,320.52,300.00
0,318.44,2.60,156.00,320.52,300.00
1,365.24,5.00,132.00,320.52,300.00
0,363.84,-3.60,108.00,320.52,300.00
0,336.24,-1.20,84.00,320.52,423.08
1,337.44,1.20,60.00,320.52,423.08
0,317.04,-3.60,36.00,320.52,423.08
0,289.44,-1.20,12.00,320.52,423.08
0,290.64,1.20,-12.00,320.52,423.08
1,320.64,3.60,-36.00,320.52,423.08
0,329.44,-4.00,188.00,423.08,300.00
0,297.04,-1.60,164.00,423.08,300.00
0,293.44,0.80,140.00,423.08,300.00
0,318.64,3.20,116.00,423.08,300.00
1,372.64,5.60,92.00,423.08,273.68
0,455.44,-5.00,68.00,423.08,273.68
0,411.04,-2.60,44.00,423.08,273.68
0,395.44,-0.20,20.00,423.08,273.68
1,408.64,2.20,-4.00,423.08,273.68
0,455.44,-5.00,-30.00,423.08,273.68
0,411.04,-2.60,-54.00,423.08,273.68
1,395.64,-0.40,174.00,273.68,300.00
0,367.24,-3.60,150.00,273.68,300.00
0,339.64,-1.20,126.00,273.68,300.00
1,340.84,1.20,102.00,273.68,300.00
0,362.44,-4.80,78.00,273.68,159.15
0,318.24,-2.20,52.00,273.68,159.15
1,307.24,0.00,30.00,273.68,159.15
0,280.84,-3.60,6.00,273.68,159.15
0,253.24,-1.20,-18.00,273.68,159.15
1,255.84,1.40,-44.00,273.68,159.15
0,288.24,-5.00,182.00,159.15,300.00
0,246.44,-2.80,160.00,159.15,300.00
1,228.44,-0.40,136.00,159.15,300.00
0,241.44,-5.00,110.00,159.15,300.00
0,197.04,-2.60,86.00,159.15,337.27
0,181.64,-0.40,64.00,159.15,337.27
1,192.44,2.00,40.00,159.15,337.27
0,152.84,-2.80,16.00,159.15,337.27
0,134.84,-0.40,-8.00,159.15,337.27
0,145.64,2.00,-32.00,159.15,337.27
0,185.24,4.40,-56.00,159.15,337.27
0,253.64,6.80,170.00,337.27,300.00
1,350.84,9.20,146.00,337.27,300.00
0,318.44,-2.80,122.00,337.27,300.00
0,300.44,-0.40,98.00,337.27,365.13
0,311.24,2.00,74.00,337.27,365.13
1,350.84,4.40,50.00,337.27,365.13
0,313.64,-2.80,26.00,337.27,365.13
0,295.64,-0.40,2.00,337.27,365.13
0,306.44,2.00,-22.00,337.27,365.13
1,346.04,4.40,-46.00,337.27,365.13
0,308.84,-2.80,180.00,365.13,300.00
0,290.84,-0.40,156.00,365.13,300.00
0,299.64,1.80,134.00,365.13,300.00
1,336.84,4.20,110.00,365.13,300.00
0,391.44,-4.80,86.00,365.13,414.12
0,349.44,-2.40,62.00,365.13,414.12
0,336.24,0.00,38.00,365.13,414.12
1,351.84,2.40,14.00,365.13,414.12
0,386.64,-4.80,-10.00,365.13,414.12
0,342.44,-2.20,-36.00,365.13,414.12
0,331.44,0.00,-58.00,365.13,414.12
1,347.04,2.40,168.00,414.12,300.00
0,396.44,-5.00,142.00,414.12,300.00
0,354.64,-2.80,120.00,414.12,300.00
0,336.64,-0.40,96.00,414.12,371.14
0,347.44,2.00,72.00,414.12,371.14
1,387.04,4.40,48.00,414.12,371.14
0,421.84,-4.40,24.00,414.12,371.14
0,384.64,-2.00,0.00,414.12,371.14
0,375.84,0.20,-22.00,414.12,371.14
1,393.84,2.60,-46.00,414.12,371.14
0,387.84,-3.80,180.00,371.14,300.00
0,357.84,-1.40,156.00,371.14,300.00
0,356.64,1.00,132.00,371.14,300.00
1,384.24,3.40,108.00,371.14,300.00
0,440.64,-5.00,84.00,371.14,195.41
0,396.24,-2.60,60.00,371.14,195.41
0,380.64,-0.20,36.00,371.14,195.41
1,393.84,2.20,12.00,371.14,195.41
0,400.64,-4.20,-12.00,371.14,195.41
0,365.84,-1.80,-36.00,371.14,195.41
1,359.84,0.60,190.00,195.41,300.00
0,336.44,-3.60,166.00,195.41,300.00
1,308.84,-1.20,142.00,195.41,300.00
0,304.04,-4.80,118.00,195.41,300.00
0,262.04,-2.40,94.00,195.41,269.47
1,248.84,0.00,70.00,195.41,269.47
0,204.64,-2.60,44.00,195.41,269.47
0,189.24,-0.40,22.00,195.41,269.47
1,200.04,2.00,-2.00,195.41,269.47
0,239.64,-5.00,-26.00,195.41,269.47
0,195.24,-2.60,-50.00,195.41,269.47
0,179.64,-0.20,176.00,269.47,300.00
0,192.84,2.20,152.00,269.47,300.00
0,234.84,4.60,128.00,269.47,300.00
1,305.64,7.00,104.00,269.47,300.00
0,314.24,-3.60,80.00,269.47,383.07
0,286.64,-1.20,56.00,269.47,383.07
1,287.84,1.20,32.00,269.47,383.07
0,273.44,-3.80,8.00,269.47,383.07
0,243.44,-1.40,-16.00,269.47,383.07
0,242.24,1.00,-40.00,269.47,383.07
0,269.84,3.40,186.00,383.07,300.00
1,326.24,5.80,162.00,383.07,300.00
0,373.64,-4.40,138.00,383.07,300.00
0,336.44,-2.00,114.00,383.07,300.00
0,328.04,0.40,90.00,383.07,317.49
0,348.44,2.80,66.00,383.07,317.49
1,397.64,5.20,42.00,383.07,317.49
0,364.04,-3.00,20.00,383.07,317.49
0,343.64,-0.60,-4.00,383.07,317.49
0,352.04,1.80,-28.00,383.07,317.49
1,389.24,4.20,-52.00,383.07,317.49
0,383.84,-3.60,174.00,317.49,300.00
0,356.24,-1.20,150.00,317.49,300.00
1,357.44,1.20,126.00,317.49,300.00
0,343.04,-3.80,102.00,317.49,300.00
0,313.04,-1.40,78.00,317.49,160.38
1,311.84,1.00,54.00,317.49,160.38
0,331.24,-4.80,30.00,317.49,160.38
0,287.04,-2.20,4.00,317.49,160.38
0,276.04,0.00,-18.00,317.49,160.38
1,294.24,2.60,-44.00,317.49,160.38
0,292.04,-4.00,184.00,160.38,300.00
0,259.64,-1.60,160.00,160.38,300.00
1,256.04,0.80,136.00,160.38,300.00
0,223.64,-3.20,112.00,160.38,300.00
1,200.84,-0.80,88.00,160.38,448.95
0,200.44,-4.80,64.00,160.38,448.95
0,158.44,-2.40,40.00,160.38,448.95
0,145.24,0.00,16.00,160.38,448.95
1,160.84,2.40,-8.00,160.38,448.95
0,177.64,-4.40,-32.00,160.38,448.95
0,140.44,-2.00,-56.00,160.38,448.95
0,132.04,0.40,170.00,448.95,300.00
0,152.44,2.80,146.00,448.95,300.00
0,201.64,5.20,122.00,448.95,300.00
0,279.64,7.60,98.00,448.95,413.87
1,386.44,10.00,74.00,448.95,413.87
0,455.64,-4.20,50.00,448.95,413.87
0,420.84,-1.80,26.00,448.95,413.87
0,414.84,0.60,2.00,448.95,413.87
1,437.64,3.00,-22.00,448.95,413.87
0,494.84,-5.00,-48.00,448.95,413.87
0,450.44,-2.60,178.00,413.87,300.00
0,435.04,-0.40,156.00,413.87,300.00
1,445.84,2.00,132.00,413.87,300.00
0,459.04,-4.40,108.00,413.87,300.00
0,421.84,-2.00,84.00,413.87,185.72
0,413.44,0.40,60.00,413.87,185.72
1,433.84,2.80,36.00,413.87,185.72
0,395.04,-2.80,12.00,413.87,185.72
0,377.04,-0.40,-12.00,413.87,185.72
1,387.84,2.00,-36.00,413.87,185.72
0,385.44,-4.00,190.00,185.72,300.00
1,353.04,-1.60,166.00,185.72,300.00
0,350.44,-5.00,140.00,185.72,300.00
0,308.64,-2.80,118.00,185.72,300.00
1,290.64,-0.40,94.00,185.72,401.66
0,262.24,-3.60,70.00,185.72,401.66
1,234.64,-1.20,46.00,185.72,401.66
0,209.84,-4.00,22.00,185.72,401.66
0,177.44,-1.60,-2.00,185.72,401.66
1,173.84,0.80,-26.00,185.72,401.66
0,183.44,-4.60,-50.00,185.72,401.66
0,143.84,-2.20,176.00,401.66,300.00
0,133.04,0.20,152.00,401.66,300.00
0,148.44,2.40,130.00,401.66,300.00
0,192.84,4.80,106.00,401.66,300.00
0,266.04,7.20,82.00,401.66,231.93
1,368.04,9.60,58.00,401.66,231.93
0,434.04,-4.20,34.00,401.66,231.93
0,399.24,-1.80,10.00,401.66,231.93
0,393.24,0.60,-14.00,401.66,231.93
1,416.04,3.00,-38.00,401.66,231.93
0,390.24,-3.20,188.00,231.93,300.00
0,367.44,-0.80,164.00,231.93,300.00
1,373.44,1.60,140.00,231.93,300.00
0,338.24,-3.00,116.00,231.93,300.00
1,317.84,-0.60,92.00,231.93,351.56
0,307.64,-4.40,68.00,231.93,351.56
0,270.44,-2.00,44.00,231.93,351.56
1,262.04,0.40,20.00,231.93,351.56
0,272.24,-4.80,-2.00,231.93,351.56
0,230.24,-2.40,-26.00,231.93,351.56
0,217.04,0.00,-50.00,231.93,351.56
0,232.64,2.40,176.00,351.56,300.00
0,277.04,4.80,152.00,351.56,300.00
1,350.24,7.20,128.00,351.56,300.00
0,423.84,-4.60,104.00,351.56,300.00
0,384.24,-2.20,80.00,351.56,411.62
0,373.44,0.20,56.00,351.56,411.62
1,391.44,2.60,32.00,351.56,411.62
0,352.44,-2.80,8.00,351.56,411.62
0,334.44,-0.40,-16.00,351.56,411.62
1,345.24,2.00,-40.00,351.56,411.62
0,342.84,-4.00,186.00,411.62,300.00
0,310.44,-1.60,162.00,411.62,300.00
0,306.84,0.80,138.00,411.62,300.00
0,332.04,3.20,114.00,411.62,300.00
0,386.04,5.60,90.00,411.62,242.23
1,468.84,8.00,66.00,411.62,242.23
0,435.24,-2.80,42.00,411.62,242.23
0,417.24,-0.40,18.00,411.62,242.23
1,428.04,2.00,-6.00,411.62,242.23
0,441.24,-4.40,-30.00,411.62,242.23
0,404.04,-2.00,-54.00,411.62,242.23
1,395.64,0.40,172.00,242.23,300.00
0,388.04,-4.20,148.00,242.23,300.00
0,353.24,-1.80,124.00,242.23,300.00
1,347.24,0.60,100.00,242.23,300.00
0,323.84,-3.60,76.00,242.23,304.99
1,296.24,-1.20,52.00,242.23,304.99
0,280.64,-4.40,28.00,242.23,304.99
1,243.44,-2.00,4.00,242.23,304.99
0,213.64,-4.00,-18.00,242.23,304.99
0,179.84,-1.40,-44.00,242.23,304.99
0,177.64,0.80,184.00,304.99,300.00
0,202.84,3.20,160.00,304.99,300.00
0,256.84,5.60,136.00,304.99,300.00
1,339.64,8.00,112.00,304.99,300.00
0,436.04,-4.80,88.00,304.99,394.24
0,394.04,-2.40,64.00,304.99,394.24
0,275.82,-3.80,338.00,413.18,300.00
0,245.82,-1.40,314.00,413.18,300.00
0,244.62,1.00,290.00,413.18,300.00
0,272.22,3.40,266.00,413.18,300.00
0,328.62,5.80,242.00,413.18,300.00
1,413.82,8.20,218.00,413.18,300.00
0,380.42,-2.80,194.00,413.18,300.00
0,362.42,-0.40,170.00,413.18,300.00
0,373.22,2.00,146.00,413.18,300.00
1,412.82,4.40,122.00,413.18,300.00
0,427.22,-4.00,98.00,413.18,449.45
0,394.82,-1.60,74.00,413.18,449.45
0,391.22,0.80,50.00,413.18,449.45
1,416.42,3.20,26.00,413.18,449.45
0,378.02,-2.80,2.00,413.18,449.45
0,360.02,-0.40,-22.00,413.18,449.45
0,368.82,1.80,-44.00,413.18,449.45
1,406.02,4.20,180.00,449.45,300.00
0,478.82,-5.00,154.00,449.45,300.00
0,437.02,-2.80,132.00,449.45,300.00
0,419.02,-0.40,108.00,449.45,300.00
0,429.82,2.00,84.00,449.45,411.39
1,469.42,4.40,60.00,449.45,411.39
0,474.22,-3.80,36.00,449.45,411.39
0,444.22,-1.40,12.00,449.45,411.39
0,443.02,1.00,-12.00,449.45,411.39
1,470.62,3.40,-36.00,449.45,411.39
0,453.42,-3.40,190.00,411.39,300.00
0,428.22,-1.00,166.00,411.39,300.00
1,431.82,1.40,142.00,411.39,300.00
0,439.62,-4.40,118.00,411.39,300.00
0,402.42,-2.00,94.00,411.39,378.25
0,394.02,0.40,70.00,411.39,378.25
1,414.42,2.80,46.00,411.39,378.25
0,453.62,-4.80,22.00,411.39,378.25
0,411.62,-2.40,-2.00,411.39,378.25
0,398.42,0.00,-26.00,411.39,378.25
1,414.02,2.40,-50.00,411.39,378.25
0,414.42,-4.00,176.00,378.25,300.00
0,382.02,-1.60,152.00,378.25,300.00
0,378.42,0.80,128.00,378.25,300.00
1,403.62,3.20,104.00,378.25,300.00
0,409.62,-4.00,80.00,378.25,254.80
0,377.22,-1.60,56.00,378.25,254.80
0,373.62,0.80,32.00,378.25,254.80
1,398.82,3.20,8.00,378.25,254.80
0,360.42,-2.80,-16.00,378.25,254.80
0,342.42,-0.40,-40.00,378.25,254.80
1,353.22,2.00,186.00,254.80,300.00
0,366.42,-4.40,162.00,254.80,300.00
0,327.42,-1.80,136.00,254.80,300.00
1,320.82,0.40,114.00,254.80,300.00
0,319.62,-4.40,90.00,254.80,294.19
0,282.42,-2.00,66.00,254.80,294.19
1,274.02,0.40,42.00,254.80,294.19
0,249.62,-3.60,18.00,254.80,294.19
0,222.02,-1.20,-6.00,254.80,294.19
0,223.22,1.20,-30.00,254.80,294.19
1,253.22,3.60,-54.00,254.80,294.19
0,262.02,-4.00,172.00,294.19,300.00
0,229.62,-1.60,148.00,294.19,300.00
0,226.02,0.80,124.00,294.19,300.00
0,251.22,3.20,100.00,294.19,300.00
1,305.22,5.60,76.00,294.19,427.63
0,328.02,-4.00,52.00,294.19,427.63
0,295.62,-1.60,28.00,294.19,427.63
0,292.02,0.80,4.00,294.19,427.63
1,317.22,3.20,-20.00,294.19,427.63
0,285.22,-3.00,-44.00,294.19,427.63
0,264.82,-0.60,182.00,427.63,300.00
0,273.22,1.80,158.00,427.63,300.00
0,310.42,4.20,134.00,427.63,300.00
1,376.42,6.60,110.00,427.63,300.00
0,471.22,-5.00,86.00,427.63,173.15
0,429.42,-2.80,64.00,427.63,173.15
0,411.42,-0.40,40.00,427.63,173.15
1,422.22,2.00,16.00,427.63,173.15
0,419.82,-4.00,-8.00,427.63,173.15
0,387.42,-1.60,-32.00,427.63,173.15
1,383.82,0.80,-56.00,427.63,173.15
0,409.02,-5.00,170.00,173.15,300.00
0,364.62,-2.60,146.00,173.15,300.00
1,349.02,-0.20,122.00,173.15,300.00
0,310.02,-3.00,100.00,173.15,300.00
1,289.62,-0.60,76.00,173.15,199.70
1,247.42,-2.80,52.00,173.15,199.70
0,217.42,-4.40,28.00,173.15,199.70
0,180.22,-2.00,4.00,173.15,199.70
0,171.82,0.40,-20.00,173.15,199.70
0,192.22,2.80,-44.00,173.15,199.70
1,241.42,5.20,182.00,199.70,300.00
0,205.02,-2.80,158.00,199.70,300.00
0,187.02,-0.40,134.00,199.70,300.00
1,197.82,2.00,110.00,199.70,300.00
0,181.42,-3.60,86.00,199.70,226.29
0,153.82,-1.20,62.00,199.70,226.29
0,155.02,1.20,38.00,199.70,226.29
1,185.02,3.60,14.00,199.70,226.29
0,176.62,-3.60,-10.00,199.70,226.29
