pressed,y,vel,dist,mid1,mid2
0,311.68,-2.00,142.00,324.27,300.00
0,303.28,0.40,118.00,324.27,300.00
1,323.68,2.80,94.00,324.27,199.00
0,378.28,-5.00,68.00,324.27,199.00
0,336.48,-2.80,46.00,324.27,199.00
0,318.48,-0.40,22.00,324.27,199.00
0,329.28,2.00,-2.00,324.27,199.00
0,296.62,-4.80,348.00,175.83,300.00
0,254.62,-2.40,324.00,175.83,300.00
0,241.42,0.00,300.00,175.83,300.00
1,257.02,2.40,276.00,175.83,300.00
0,291.82,-4.80,252.00,175.83,300.00
0,249.82,-2.40,228.00,175.83,300.00
0,236.62,0.00,204.00,175.83,300.00
1,252.22,2.40,180.00,175.83,300.00
0,252.62,-4.00,156.00,175.83,300.00
0,220.22,-1.60,132.00,175.83,300.00
0,216.62,0.80,108.00,175.83,300.00
1,241.82,3.20,84.00,175.83,163.19
0,203.42,-2.80,60.00,175.83,163.19
1,185.42,-0.40,36.00,175.83,163.19
0,189.42,-4.80,12.00,175.83,163.19
0,147.42,-2.40,-12.00,175.83,163.19
0,134.22,0.00,-36.00,175.83,163.19
0,149.82,2.40,188.00,163.19,300.00
1,194.22,4.80,164.00,163.19,300.00
0,191.82,-3.60,140.00,163.19,300.00
0,164.22,-1.20,116.00,163.19,300.00
0,165.42,1.20,92.00,163.19,408.64
1,195.42,3.60,68.00,163.19,408.64
0,171.42,-3.20,44.00,163.19,408.64
0,148.62,-0.80,20.00,163.19,408.64
1,154.62,1.60,-4.00,163.19,408.64
0,142.62,-3.80,-28.00,163.19,408.64
0,112.62,-1.40,-52.00,163.19,408.64
0,111.42,1.00,174.00,408.64,300.00
0,139.02,3.40,150.00,408.64,300.00
0,195.42,5.80,126.00,408.64,300.00
0,280.62,8.20,102.00,408.64,300.00
1,394.62,10.60,78.00,408.64,285.20
0,468.62,-4.20,54.00,408.64,285.20
0,433.82,-1.80,30.00,408.64,285.20
1,427.82,0.60,6.00,408.64,285.20
0,442.82,-4.80,-18.00,408.64,285.20
0,398.62,-2.20,-44.00,408.64,285.20
1,387.62,0.00,184.00,285.20,300.00
0,382.82,-4.40,160.00,285.20,300.00
0,345.62,-2.00,136.00,285.20,300.00
0,337.22,0.40,112.00,285.20,300.00
1,357.62,2.80,88.00,285.20,346.50
0,331.22,-3.20,64.00,285.20,346.50
0,308.42,-0.80,40.00,285.20,346.50
1,314.42,1.60,16.00,285.20,346.50
0,274.42,-2.80,-8.00,285.20,346.50
0,256.42,-0.40,-32.00,285.20,346.50
0,267.22,2.00,-56.00,285.20,346.50
0,306.82,4.40,170.00,346.50,300.00
1,375.22,6.80,146.00,346.50,300.00
0,444.82,-4.60,122.00,346.50,300.00
0,405.22,-2.20,98.00,346.50,231.18
0,394.42,0.20,74.00,346.50,231.18
1,412.42,2.60,50.00,346.50,231.18
0,392.02,-3.40,26.00,346.50,231.18
0,366.82,-1.00,2.00,346.50,231.18
1,370.42,1.40,-22.00,346.50,231.18
0,351.02,-3.60,-46.00,346.50,231.18
1,323.42,-1.20,180.00,231.18,300.00
0,326.02,-5.00,154.00,231.18,300.00
0,284.22,-2.80,132.00,231.18,300.00
1,266.22,-0.40,108.00,231.18,300.00
0,247.02,-4.00,84.00,231.18,443.24
0,214.62,-1.60,60.00,231.18,443.24
0,211.02,0.80,36.00,231.18,443.24
1,236.22,3.20,12.00,231.18,443.24
0,204.22,-3.00,-12.00,231.18,443.24
0,183.82,-0.60,-36.00,231.18,443.24
0,192.22,1.80,190.00,443.24,300.00
0,229.42,4.20,166.00,443.24,300.00
0,295.42,6.60,142.00,443.24,300.00
1,390.22,9.00,118.00,443.24,300.00
0,497.62,-4.80,94.00,443.24,396.42
0,455.62,-2.40,70.00,443.24,396.42
1,442.42,0.00,46.00,443.24,396.42
0,426.02,-4.00,22.00,443.24,396.42
0,393.62,-1.60,-2.00,443.24,396.42
0,390.02,0.80,-26.00,443.24,396.42
1,415.22,3.20,-50.00,443.24,396.42
0,448.82,-4.60,176.00,396.42,300.00
0,409.22,-2.20,152.00,396.42,300.00
0,398.42,0.20,128.00,396.42,300.00
1,416.42,2.60,104.00,396.42,300.00
0,418.22,-4.00,80.00,396.42,380.77
0,385.82,-1.60,56.00,396.42,380.77
0,382.22,0.80,32.00,396.42,380.77
1,407.42,3.20,8.00,396.42,380.77
0,382.22,-3.20,-16.00,396.42,380.77
0,359.42,-0.80,-40.00,396.42,380.77
0,365.42,1.60,186.00,380.77,300.00
1,400.22,4.00,162.00,380.77,300.00
0,385.42,-3.40,138.00,380.77,300.00
0,360.22,-1.00,114.00,380.77,300.00
0,363.82,1.40,90.00,380.77,234.82
1,396.22,3.80,66.00,380.77,234.82
0,435.82,-4.60,42.00,380.77,234.82
0,396.22,-2.20,18.00,380.77,234.82
1,385.42,0.20,-6.00,380.77,234.82
0,406.22,-5.00,-32.00,380.77,234.82
0,364.42,-2.80,-54.00,380.77,234.82
1,346.42,-0.40,172.00,234.82,300.00
0,307.22,-3.00,148.00,234.82,300.00
1,286.82,-0.60,124.00,234.82,300.00
0,276.62,-4.40,100.00,234.82,300.00
0,239.42,-2.00,76.00,234.82,269.45
0,231.02,0.40,52.00,234.82,269.45
1,251.42,2.80,28.00,234.82,269.45
0,239.02,-3.60,4.00,234.82,269.45
0,211.42,-1.20,-20.00,234.82,269.45
0,212.62,1.20,-44.00,234.82,269.45
1,242.62,3.60,182.00,269.45,300.00
0,242.62,-3.80,158.00,269.45,300.00
0,212.62,-1.40,134.00,269.45,300.00
0,211.42,1.00,110.00,269.45,300.00
1,239.02,3.40,86.00,269.45,288.78
0,284.82,-4.80,62.00,269.45,288.78
0,242.82,-2.40,38.00,269.45,288.78
0,229.62,0.00,14.00,269.45,288.78
0,245.22,2.40,-10.00,269.45,288.78
1,289.62,4.80,-34.00,269.45,288.78
0,269.22,-3.20,-58.00,269.45,288.78
0,246.42,-0.80,168.00,288.78,300.00
0,252.42,1.60,144.00,288.78,300.00
1,287.22,4.00,120.00,288.78,300.00
0,298.82,-4.00,96.00,288.78,302.61
0,266.42,-1.60,72.00,288.78,302.61
0,262.82,0.80,48.00,288.78,302.61
1,288.02,3.20,24.00,288.78,302.61
0,347.82,-5.00,-2.00,288.78,302.61
0,306.02,-2.80,-24.00,288.78,302.61
0,288.02,-0.40,-48.00,288.78,302.61
1,298.82,2.00,178.00,302.61,300.00
0,338.42,-5.00,154.00,302.61,300.00
0,294.02,-2.60,130.00,302.61,300.00
0,278.42,-0.20,106.00,302.61,300.00
1,291.62,2.20,82.00,302.61,394.20
0,269.62,-3.40,58.00,302.61,394.20
0,244.42,-1.00,34.00,302.61,394.20
0,248.02,1.40,10.00,302.61,394.20
1,280.42,3.80,-14.00,302.61,394.20
0,348.02,-5.00,-40.00,302.61,394.20
0,303.62,-2.60,186.00,394.20,300.00
0,288.22,-0.40,164.00,394.20,300.00
0,299.02,2.00,140.00,394.20,300.00
0,338.62,4.40,116.00,394.20,300.00
1,407.02,6.80,92.00,394.20,191.44
0,463.42,-4.40,68.00,394.20,191.44
0,426.22,-2.00,44.00,394.20,191.44
1,417.82,0.40,20.00,394.20,191.44
0,384.22,-3.20,-4.00,394.20,191.44
0,361.42,-0.80,-28.00,394.20,191.44
0,367.42,1.60,-52.00,394.20,191.44
1,402.22,4.00,174.00,191.44,300.00
0,364.62,-2.80,150.00,191.44,300.00
1,346.62,-0.40,126.00,191.44,300.00
0,307.62,-3.00,100.00,191.44,300.00
1,287.82,-0.80,78.00,191.44,226.96
0,253.82,-3.40,54.00,191.44,226.96
1,228.62,-1.00,30.00,191.44,226.96
0,209.82,-4.20,6.00,191.44,226.96
0,175.02,-1.80,-18.00,191.44,226.96
0,169.82,0.80,-44.00,191.44,226.96
0,191.82,3.00,184.00,226.96,300.00
1,243.42,5.40,160.00,226.96,300.00
0,221.82,-3.00,134.00,226.96,300.00
0,202.02,-0.80,112.00,226.96,300.00
0,208.02,1.60,88.00,226.96,299.92
1,242.82,4.00,64.00,226.96,299.92
0,274.02,-4.40,40.00,226.96,299.92
0,236.82,-2.00,16.00,226.96,299.92
0,228.42,0.40,-8.00,226.96,299.92
1,248.82,2.80,-32.00,226.96,299.92
0,236.42,-3.60,-56.00,226.96,299.92
0,208.82,-1.20,170.00,299.92,300.00
0,210.02,1.20,146.00,299.92,300.00
0,240.02,3.60,122.00,299.92,300.00
1,298.82,6.00,98.00,299.92,225.86
0,360.42,-4.60,74.00,299.92,225.86
0,320.82,-2.20,50.00,299.92,225.86
0,310.02,0.20,26.00,299.92,225.86
1,328.02,2.60,2.00,299.92,225.86
0,346.62,-4.40,-22.00,299.92,225.86
0,309.42,-2.00,-46.00,299.92,225.86
0,301.02,0.40,180.00,225.86,300.00
1,321.42,2.80,156.00,225.86,300.00
0,282.62,-2.80,132.00,225.86,300.00
1,264.62,-0.40,108.00,225.86,300.00
0,262.22,-4.60,84.00,225.86,228.93
0,222.62,-2.20,60.00,225.86,228.93
0,211.82,0.20,36.00,225.86,228.93
1,229.82,2.60,12.00,225.86,228.93
0,231.62,-4.00,-12.00,225.86,228.93
0,199.22,-1.60,-36.00,225.86,228.93
0,195.62,0.80,190.00,228.93,300.00
0,220.82,3.20,166.00,228.93,300.00
1,274.82,5.60,142.00,228.93,300.00
0,276.42,-3.60,118.00,228.93,300.00
0,248.82,-1.20,94.00,228.93,434.94
0,250.02,1.20,70.00,228.93,434.94
1,280.02,3.60,46.00,228.93,434.94
0,280.02,-3.80,22.00,228.93,434.94
0,250.02,-1.40,-2.00,228.93,434.94
0,248.82,1.00,-26.00,228.93,434.94
1,276.42,3.40,-50.00,228.93,434.94
0,238.22,-2.80,176.00,434.94,300.00
0,220.22,-0.40,152.00,434.94,300.00
0,231.02,2.00,128.00,434.94,300.00
0,270.62,4.40,104.00,434.94,300.00
0,339.02,6.80,80.00,434.94,323.01
1,436.22,9.20,56.00,434.94,323.01
0,401.22,-2.60,30.00,434.94,323.01
0,385.82,-0.40,8.00,434.94,323.01
0,396.62,2.00,-16.00,434.94,323.01
1,436.22,4.40,-40.00,434.94,323.01
0,450.62,-4.00,186.00,323.01,300.00
0,418.22,-1.60,162.00,323.01,300.00
1,414.62,0.80,138.00,323.01,300.00
0,382.22,-3.20,114.00,323.01,300.00
0,359.42,-0.80,90.00,323.01,431.57
1,365.42,1.60,66.00,323.01,431.57
0,391.42,-4.80,42.00,323.01,431.57
0,347.22,-2.20,16.00,323.01,431.57
0,336.22,0.00,-6.00,323.01,431.57
1,351.82,2.40,-30.00,323.01,431.57
0,334.02,-3.40,-56.00,323.01,431.57
0,309.82,-1.20,172.00,431.57,300.00
0,311.02,1.20,148.00,431.57,300.00
0,341.02,3.60,124.00,431.57,300.00
1,399.82,6.00,100.00,431.57,300.00
0,474.22,-4.80,76.00,431.57,420.58
0,432.22,-2.40,52.00,431.57,420.58
0,419.02,0.00,28.00,431.57,420.58
1,434.62,2.40,4.00,431.57,420.58
0,469.42,-4.80,-20.00,431.57,420.58
0,427.42,-2.40,-44.00,431.57,420.58
0,414.22,0.00,182.00,420.58,300.00
1,429.82,2.40,158.00,420.58,300.00
0,430.22,-4.00,134.00,420.58,300.00
0,397.82,-1.60,110.00,420.58,300.00
0,394.22,0.80,86.00,420.58,171.67
0,419.42,3.20,62.00,420.58,171.67
1,473.42,5.60,38.00,420.58,171.67
0,446.22,-3.00,14.00,420.58,171.67
1,425.82,-0.60,-10.00,420.58,171.67
0,415.62,-4.40,-34.00,420.58,171.67
1,378.42,-2.00,-58.00,420.58,171.67
0,364.82,-4.80,168.00,171.67,300.00
0,322.82,-2.40,144.00,171.67,300.00
1,309.62,0.00,120.00,171.67,300.00
0,304.82,-4.40,96.00,171.67,294.69
0,267.62,-2.00,72.00,171.67,294.69
1,259.22,0.40,48.00,171.67,294.69
0,240.02,-3.80,24.00,171.67,294.69
1,210.02,-1.40,0.00,171.67,294.69
0,197.62,-4.60,-24.00,171.67,294.69
0,158.02,-2.20,-48.00,171.67,294.69
0,147.22,0.20,178.00,294.69,300.00
0,165.22,2.60,154.00,294.69,300.00
0,212.02,5.00,130.00,294.69,300.00
1,287.62,7.40,106.00,294.69,300.00
0,336.02,-4.20,82.00,294.69,409.01
0,301.22,-1.80,58.00,294.69,409.01
0,295.22,0.60,34.00,294.69,409.01
1,318.02,3.00,10.00,294.69,409.01
0,306.62,-3.60,-14.00,294.69,409.01
1,279.02,-1.20,-38.00,294.69,409.01
0,280.22,-5.00,188.00,409.01,300.00
0,235.82,-2.60,164.00,409.01,300.00
0,220.22,-0.20,140.00,409.01,300.00
0,233.42,2.20,116.00,409.01,300.00
0,275.42,4.60,92.00,409.01,388.27
1,346.22,7.00,68.00,409.01,388.27
0,455.42,-5.00,42.00,409.01,388.27
0,413.62,-2.80,20.00,409.01,388.27
0,395.62,-0.40,-4.00,409.01,388.27
1,406.42,2.00,-28.00,409.01,388.27
0,411.62,-4.20,-52.00,409.01,388.27
0,376.82,-1.80,174.00,388.27,300.00
0,370.82,0.60,150.00,388.27,300.00
1,393.62,3.00,126.00,388.27,300.00
0,435.02,-4.80,102.00,388.27,300.00
0,393.02,-2.40,78.00,388.27,164.60
0,379.82,0.00,54.00,388.27,164.60
1,395.42,2.40,30.00,388.27,164.60
0,430.22,-4.80,6.00,388.27,164.60
0,388.22,-2.40,-18.00,388.27,164.60
1,375.22,0.20,-44.00,388.27,164.60
0,393.22,-5.00,182.00,164.60,300.00
1,351.42,-2.80,160.00,164.60,300.00
0,333.22,-5.00,134.00,164.60,300.00
1,291.42,-2.80,112.00,164.60,300.00
0,273.22,-5.00,86.00,164.60,245.55
0,231.42,-2.80,64.00,164.60,245.55
1,213.42,-0.40,40.00,164.60,245.55
0,189.42,-3.80,16.00,164.60,245.55
0,159.42,-1.40,-8.00,164.60,245.55
0,158.22,1.00,-32.00,164.60,245.55
1,185.82,3.40,-56.00,164.60,245.55
0,145.02,-2.60,168.00,245.55,300.00
0,129.62,-0.40,146.00,245.55,300.00
0,140.42,2.00,122.00,245.55,300.00
0,180.02,4.40,98.00,245.55,324.76
1,248.42,6.80,74.00,245.55,324.76
0,279.62,-4.00,50.00,245.55,324.76
0,247.22,-1.60,26.00,245.55,324.76
0,243.62,0.80,2.00,245.55,324.76
1,268.82,3.20,-22.00,245.55,324.76
0,243.62,-3.20,-46.00,245.55,324.76
0,220.82,-0.80,180.00,324.76,300.00
0,226.82,1.60,156.00,324.76,300.00
0,261.62,4.00,132.00,324.76,300.00
1,325.22,6.40,108.00,324.76,300.00
0,404.02,-4.80,84.00,324.76,435.74
0,362.02,-2.40,60.00,324.76,435.74
0,348.82,0.00,36.00,324.76,435.74
1,364.42,2.40,12.00,324.76,435.74
0,364.82,-4.00,-12.00,324.76,435.74
0,332.42,-1.60,-36.00,324.76,435.74
1,328.82,0.80,190.00,435.74,300.00
0,306.42,-3.60,166.00,435.74,300.00
0,278.82,-1.20,142.00,435.74,300.00
0,280.02,1.20,118.00,435.74,300.00
0,310.02,3.60,94.00,435.74,186.39
0,368.82,6.00,70.00,435.74,186.39
1,456.42,8.40,46.00,435.74,186.39
0,459.22,-3.40,22.00,435.74,186.39
0,434.02,-1.00,-2.00,435.74,186.39
1,437.62,1.40,-26.00,435.74,186.39
0,431.02,-4.00,-50.00,435.74,186.39
1,398.62,-1.60,176.00,186.39,300.00
0,371.02,-4.00,152.00,186.39,300.00
1,338.62,-1.60,128.00,186.39,300.00
0,296.02,-3.00,102.00,186.39,300.00
1,276.22,-0.80,80.00,186.39,335.17
0,264.22,-4.40,56.00,186.39,335.17
0,227.02,-2.00,32.00,186.39,335.17
1,218.62,0.40,8.00,186.39,335.17
0,189.42,-3.40,-16.00,186.39,335.17
0,164.22,-1.00,-40.00,186.39,335.17
0,167.82,1.40,186.00,335.17,300.00
0,200.22,3.80,162.00,335.17,300.00
0,261.42,6.20,138.00,335.17,300.00
1,351.42,8.60,114.00,335.17,300.00
0,318.42,-2.80,90.00,335.17,265.03
0,300.42,-0.40,66.00,335.17,265.03
0,311.22,2.00,42.00,335.17,265.03
1,350.82,4.40,18.00,335.17,265.03
0,375.22,-4.20,-6.00,335.17,265.03
0,340.42,-1.80,-30.00,335.17,265.03
1,334.42,0.60,-54.00,335.17,265.03
0,322.22,-4.00,172.00,265.03,300.00
0,289.82,-1.60,148.00,265.03,300.00
0,286.22,0.80,124.00,265.03,300.00
1,311.42,3.20,100.00,265.03,300.00
0,301.02,-3.60,76.00,265.03,434.61
0,273.42,-1.20,52.00,265.03,434.61
1,274.62,1.20,28.00,265.03,434.61
0,254.22,-3.60,4.00,265.03,434.61
0,226.62,-1.20,-20.00,265.03,434.61
0,227.82,1.20,-44.00,265.03,434.61
0,257.82,3.60,182.00,434.61,300.00
0,316.62,6.00,158.00,434.61,300.00
0,404.22,8.40,134.00,434.61,300.00
1,520.62,10.80,110.00,434.61,300.00
0,487.22,-2.60,84.00,434.61,404.64
0,471.82,-0.40,62.00,434.61,404.64
1,482.62,2.00,38.00,434.61,404.64
0,453.82,-3.20,14.00,434.61,404.64
0,431.02,-0.80,-10.00,434.61,404.64
1,437.02,1.60,-34.00,434.61,404.64
0,439.02,-4.20,-58.00,434.61,404.64
0,404.22,-1.80,168.00,404.64,300.00
0,398.22,0.60,144.00,404.64,300.00
1,421.02,3.00,120.00,404.64,300.00
0,417.42,-3.80,96.00,404.64,196.70
0,387.42,-1.40,72.00,404.64,196.70
0,386.22,1.00,48.00,404.64,196.70
1,413.82,3.40,24.00,404.64,196.70
0,375.62,-2.80,0.00,404.64,196.70
1,357.62,-0.40,-24.00,404.64,196.70
0,368.42,-5.00,-48.00,404.64,196.70
0,324.02,-2.60,178.00,196.70,300.00
1,308.42,-0.20,154.00,196.70,300.00
0,273.62,-3.20,128.00,196.70,300.00
1,251.62,-1.00,106.00,196.70,300.00
0,228.22,-4.00,82.00,196.70,165.15
0,195.82,-1.60,58.00,196.70,165.15
1,192.22,0.80,34.00,196.70,165.15
0,155.42,-3.00,10.00,196.70,165.15
0,135.02,-0.60,-14.00,196.70,165.15
0,143.42,1.80,-38.00,196.70,165.15
0,180.62,4.20,188.00,165.15,300.00
1,246.62,6.60,164.00,165.15,300.00
0,231.62,-3.20,140.00,165.15,300.00
0,208.82,-0.80,116.00,165.15,300.00
0,214.82,1.60,92.00,165.15,185.18
1,249.62,4.00,68.00,165.15,185.18
0,243.22,-3.60,44.00,165.15,185.18
1,215.62,-1.20,20.00,165.15,185.18
0,205.22,-4.60,-4.00,165.15,185.18
0,165.62,-2.20,-28.00,165.15,185.18
0,154.82,0.20,-52.00,165.15,185.18
0,172.82,2.60,174.00,185.18,300.00
1,219.62,5.00,150.00,185.18,300.00
0,283.02,-4.80,126.00,185.18,300.00
0,241.02,-2.40,102.00,185.18,300.00
1,227.82,0.00,78.00,185.18,204.20
0,236.22,-4.80,54.00,185.18,204.20
0,194.22,-2.40,30.00,185.18,204.20
0,181.02,0.00,6.00,185.18,204.20
0,196.62,2.40,-18.00,185.18,204.20